Study_Hours_per_Week,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Final_Score
25.6,57.74,62.81,77.1,57.89,69.8
8.2,65.06,61.95,80.08,58.7,68.54
13.4,62.45,94.11,80.43,91.98,86.99
23.6,68.62,92.79,69.41,60.98,82.12
9.0,62.73,62.45,71.06,85.38,67.92
25.4,74.45,79.66,91.71,71.73,80.31
25.8,70.37,51.44,73.81,77.3,63.98
17.7,99.33,57.83,99.39,66.74,71.34
5.2,52.8,70.71,71.98,97.63,72.09
12.2,57.11,48.82,82.48,84.26,62.59
20.4,52.64,96.72,52.52,100.0,83.57
29.5,81.29,91.93,82.67,83.69,88.04
20.8,52.73,100.0,92.57,61.75,89.16
11.5,91.82,85.06,97.12,64.37,80.8
20.9,75.6,100.0,99.87,100.0,97.68
18.5,76.35,78.82,64.11,90.13,79.1
24.5,78.08,83.36,78.77,57.19,81.74
7.7,58.54,100.0,72.54,89.54,87.2
24.0,59.88,85.73,78.19,75.3,80.96
18.5,65.94,47.4,57.87,68.83,58.14
29.1,79.67,92.16,92.81,63.27,90.35
13.5,60.51,98.38,95.48,97.73,93.59
20.8,55.82,93.97,72.48,57.54,86.42
28.3,98.51,83.52,64.02,68.33,80.17
7.6,51.1,82.56,57.04,68.74,72.37
28.4,90.13,100.0,84.19,63.1,91.24
22.2,89.4,52.1,65.61,79.35,60.58
6.7,64.86,82.04,95.48,56.32,80.3
12.5,56.78,60.75,83.55,70.06,67.32
22.7,57.28,85.22,82.28,100.0,86.25
6.7,84.87,78.47,77.97,70.21,79.57
19.6,82.14,55.09,52.29,71.16,60.18
13.6,89.14,56.48,96.6,79.46,65.96
20.5,96.87,83.45,81.4,82.96,84.58
6.1,84.6,49.52,99.7,96.42,67.85
26.8,57.79,63.95,76.87,64.13,68.43
29.3,62.17,98.9,85.51,98.72,95.16
29.2,92.11,68.39,52.81,91.05,73.76
23.7,60.47,76.39,81.59,91.03,78.03
8.3,53.63,98.96,88.23,59.63,86.29
24.0,85.16,60.83,88.93,56.42,73.08
5.6,70.13,65.06,88.51,85.01,70.41
5.6,96.0,78.07,61.31,96.84,75.97
13.1,82.51,89.25,98.77,85.15,83.57
17.2,54.52,99.26,99.76,66.65,88.76
24.3,97.39,100.0,53.78,57.76,85.48
22.1,62.93,93.23,96.82,90.79,93.81
16.1,66.86,58.53,64.47,89.96,63.3
11.8,70.11,45.03,84.46,63.7,59.22
29.9,52.56,72.0,66.91,55.42,70.86
15.7,74.83,53.2,98.39,76.31,70.11
16.3,56.17,87.51,55.08,82.44,76.0
9.1,70.05,82.4,74.89,89.79,80.31
24.9,67.54,50.11,71.4,94.78,63.5
22.3,88.64,96.89,66.3,84.51,88.49
10.5,90.16,58.07,82.28,60.48,66.04
7.1,57.67,68.06,56.55,87.52,66.74
22.0,68.33,86.68,85.83,100.0,88.0
21.4,68.67,72.19,99.03,100.0,81.91
11.8,57.57,70.02,90.23,98.99,76.51
28.8,89.92,52.58,93.0,70.69,68.58
8.8,85.36,66.73,67.98,91.62,70.76
15.8,59.52,90.63,66.24,96.53,84.06
28.6,68.34,100.0,75.85,88.47,90.35
15.5,55.29,69.46,52.29,65.67,65.49
21.0,81.41,71.72,97.27,100.0,79.74
14.9,56.07,86.63,57.19,75.97,77.21
11.9,99.3,100.0,95.15,62.2,90.47
29.6,89.03,64.9,54.18,58.74,68.62
15.2,69.51,70.97,91.13,87.85,78.59
27.4,78.93,95.98,57.6,75.35,83.67
10.7,95.57,79.79,51.91,57.83,71.64
10.3,77.7,49.73,85.97,92.18,66.18
5.8,58.72,79.4,64.01,93.81,74.87
21.3,68.94,57.59,85.72,91.41,69.19
14.2,92.16,74.87,77.75,64.78,73.14
26.6,82.21,79.73,55.44,87.82,79.24
16.8,82.54,97.61,96.61,56.34,91.76
29.2,93.34,76.51,72.62,69.62,77.81
9.6,94.7,59.65,86.72,75.14,70.64
26.7,95.99,61.87,75.05,96.26,67.84
24.4,54.74,99.78,80.22,74.33,92.59
24.3,77.21,57.55,65.14,54.47,63.21
26.1,87.03,73.38,60.02,71.22,73.74
24.0,87.85,58.43,77.13,79.58,68.76
20.7,80.34,92.61,72.01,100.0,90.52
8.3,58.34,70.95,69.51,100.0,70.83
5.8,89.87,62.81,83.63,64.06,71.02
28.0,86.01,70.07,84.53,64.33,76.71
20.4,54.31,97.25,52.3,61.31,82.47
24.9,73.19,80.7,66.94,93.47,79.68
17.0,58.7,88.17,70.59,54.54,76.42
7.9,66.87,96.19,54.84,59.65,81.19
8.1,50.9,96.53,61.8,80.61,83.14
22.1,70.02,66.34,52.58,65.53,68.82
15.8,77.49,100.0,99.81,60.61,91.67
10.0,80.98,44.49,86.83,73.2,59.63
17.3,83.17,67.8,54.37,66.97,69.89
6.6,91.81,95.73,51.01,78.62,84.91
19.5,60.77,62.33,85.96,100.0,73.41
11.7,56.02,59.89,71.96,60.54,62.24
24.9,92.58,65.63,89.34,74.0,76.82
12.8,57.83,80.58,96.17,100.0,83.35
16.4,98.74,71.22,79.97,98.64,79.05
5.3,92.13,85.19,59.36,73.27,76.06
6.8,75.04,95.73,89.11,90.3,92.15
14.8,99.07,84.89,97.79,60.26,82.99
17.0,54.87,57.37,79.01,90.37,68.6
20.0,65.15,100.0,84.1,100.0,92.5
12.3,81.91,59.56,66.87,80.88,65.35
22.4,67.5,55.71,69.08,79.06,64.39
26.5,96.42,53.35,86.73,64.57,69.06
24.5,53.28,81.15,96.39,87.47,86.35
6.0,77.47,48.63,81.45,84.41,63.0
17.0,79.54,53.43,89.49,87.97,68.21
7.6,82.64,60.28,58.58,54.81,61.37
11.1,62.78,60.23,60.6,81.08,65.71
29.7,68.23,85.16,76.6,84.35,85.9
8.6,92.18,91.58,58.83,63.91,74.39
17.5,59.75,90.93,81.75,65.32,83.25
20.5,91.34,61.9,64.58,67.68,66.66
22.6,78.13,61.5,89.58,90.96,75.2
19.0,88.11,100.0,90.41,85.73,93.78
5.2,85.68,42.05,73.19,96.68,59.72
13.2,60.38,96.74,59.04,68.32,80.09
17.9,78.44,57.35,82.34,100.0,71.0
7.2,93.39,99.0,99.64,93.17,95.83
13.8,71.61,64.68,81.13,74.62,67.74
5.8,98.33,68.16,51.79,57.87,69.4
7.0,72.61,84.53,50.86,65.9,75.45
14.9,57.14,79.73,66.02,100.0,77.91
8.3,69.47,61.57,59.79,69.11,61.57
19.2,97.59,78.99,90.65,71.94,81.38
22.2,65.99,90.5,92.24,65.01,86.74
25.0,93.4,50.04,62.93,94.12,64.93
10.0,94.06,43.67,66.28,67.76,58.81
9.2,67.51,70.24,61.81,70.22,67.43
7.6,54.16,50.19,95.42,76.45,64.95
20.9,86.23,86.13,75.13,76.2,80.38
22.7,65.58,59.65,82.81,75.54,68.72
5.8,89.15,67.71,70.77,79.44,70.72
28.4,72.13,60.38,81.55,95.62,74.33
6.3,74.26,74.8,69.29,95.12,73.24
18.5,88.9,52.51,66.98,93.94,64.06
22.7,69.12,48.2,81.72,59.96,64.39
26.8,72.16,51.11,79.55,94.75,69.51
22.9,68.81,100.0,64.68,59.89,86.44
25.0,68.37,56.04,57.47,59.69,57.34
13.5,76.3,86.56,68.43,100.0,87.28
25.4,90.44,51.7,70.76,95.22,66.52
7.0,68.09,48.59,81.43,82.51,60.91
27.4,76.21,78.75,95.73,99.49,85.01
18.7,83.54,73.5,51.81,100.0,74.33
25.4,63.47,100.0,62.18,84.26,89.09
16.3,63.88,100.0,59.69,84.22,88.12
21.1,96.67,93.11,75.11,92.23,86.98
18.2,86.18,81.59,71.49,65.9,77.53
23.3,78.86,74.29,86.45,63.55,81.19
7.0,82.39,63.47,62.12,91.71,67.74
6.5,51.46,98.78,79.72,72.03,85.72
11.2,80.91,79.53,94.19,62.4,77.82
9.0,75.48,77.44,95.53,71.47,80.03
26.8,77.29,61.95,97.94,73.81,76.57
10.5,67.97,45.95,88.66,100.0,65.57
29.4,54.07,100.0,95.3,90.62,95.21
13.4,59.67,62.84,61.73,80.24,66.48
9.6,97.54,69.44,59.88,100.0,75.18
24.7,70.43,54.29,50.32,98.18,65.36
21.5,73.33,96.67,85.34,80.72,88.95
17.5,52.64,46.91,96.87,100.0,61.81
18.9,51.88,95.71,59.35,73.78,83.37
23.0,85.86,55.32,81.85,66.43,68.44
10.7,76.9,96.4,87.32,66.87,85.45
29.9,75.44,92.76,96.38,88.9,92.83
29.4,62.16,58.7,82.34,79.99,69.88
21.3,87.24,80.34,98.51,88.86,85.86
10.0,58.41,61.76,67.23,88.33,65.5
22.0,59.5,57.29,67.5,55.17,65.15
6.8,73.04,93.59,77.15,57.33,82.46
5.8,64.31,65.95,69.18,80.78,66.22
11.4,62.37,67.33,50.07,62.55,65.56
16.6,82.26,55.17,86.59,86.83,66.34
26.7,82.55,70.99,87.59,82.87,81.06
23.2,91.23,99.26,87.35,84.53,95.5
23.6,70.89,68.87,67.25,69.16,73.72
15.6,53.65,100.0,76.11,86.56,88.9
13.6,63.68,100.0,68.0,95.55,87.76
14.3,99.0,52.98,50.8,100.0,62.55
29.7,79.81,59.55,78.12,96.61,72.44
6.0,85.49,93.56,56.19,81.24,79.87
26.7,50.37,71.58,54.0,62.91,67.98
19.5,75.91,46.11,87.77,89.34,63.91
16.0,51.88,61.23,50.48,99.91,62.81
23.1,78.46,82.79,97.95,66.47,85.67
17.2,96.04,93.12,75.76,67.35,85.39
26.8,98.42,56.04,99.15,63.4,70.94
27.5,77.03,54.88,52.9,90.01,61.98
15.5,72.91,99.98,79.18,75.08,87.19
11.9,97.25,88.64,67.47,57.18,83.18
19.8,83.68,81.33,92.17,99.28,84.5
27.8,53.24,94.49,68.06,81.96,87.43
10.3,73.29,68.82,63.02,70.33,68.55
20.6,62.01,91.69,92.88,72.77,82.54
20.8,73.49,68.55,68.73,68.63,74.16
23.3,72.77,61.64,50.84,75.82,66.13
8.3,79.11,86.23,69.51,71.02,77.33
22.9,67.84,72.05,82.73,82.36,76.9
27.7,58.21,100.0,62.72,92.44,87.37
9.5,75.19,63.82,71.6,88.02,72.47
10.9,91.51,98.57,52.84,67.89,81.09
29.3,83.2,100.0,79.4,81.2,91.88
9.5,66.92,57.36,87.81,97.28,67.99
26.4,96.78,95.81,70.67,57.65,86.67
17.3,95.61,71.17,71.01,58.17,74.44
11.2,60.47,98.41,54.41,81.07,86.48
26.8,51.97,75.05,60.1,85.57,73.8
16.1,87.07,89.49,57.73,64.03,79.87
17.9,91.38,73.39,74.08,91.7,77.31
14.0,98.39,57.87,76.46,86.9,66.62
19.8,94.49,57.9,97.45,100.0,79.25
9.1,80.03,68.26,53.66,61.67,67.85
14.8,76.5,89.77,79.99,92.37,86.3
29.2,51.39,85.06,76.32,58.76,83.48
11.5,62.33,84.77,75.81,82.81,82.55
21.4,72.98,63.36,93.66,83.21,74.63
13.1,81.43,72.82,60.28,73.04,71.57
24.3,77.86,49.95,52.04,95.35,64.14
8.3,87.13,91.54,83.61,55.24,81.2
29.2,63.99,100.0,67.26,80.05,92.69
16.3,78.25,69.3,50.88,63.91,66.3
10.9,54.41,43.93,62.57,90.92,59.21
6.8,70.68,52.23,65.47,56.08,57.62
9.2,87.51,81.91,80.84,96.43,82.49
18.0,84.67,82.12,58.63,95.42,78.91
13.4,99.53,91.29,70.65,95.88,85.08
25.7,63.89,62.94,74.12,62.08,68.08
15.8,74.91,90.56,72.96,85.9,87.0
11.2,66.48,84.64,98.7,56.64,77.62
20.4,72.03,65.49,52.28,95.54,66.45
22.7,92.85,79.54,97.55,92.0,84.51
9.2,84.21,51.6,79.1,81.31,61.58
9.2,94.12,69.91,89.79,91.92,79.79
5.9,60.18,94.64,71.52,59.01,83.49
23.4,93.67,72.29,72.69,80.79,77.28
21.6,52.99,96.85,93.97,70.2,89.01
16.9,94.43,80.49,94.8,100.0,88.27
26.1,66.45,59.34,61.93,96.58,65.22
25.1,65.73,82.4,59.96,90.26,83.24
19.6,75.6,76.24,74.81,100.0,78.04
26.7,97.03,71.93,95.01,73.04,79.66
10.1,52.39,50.21,66.12,99.01,60.24
7.8,67.61,67.34,82.6,71.22,68.64
11.7,92.83,47.88,85.41,91.76,68.33
6.4,69.8,47.85,88.93,92.16,65.02
18.3,59.96,70.44,78.2,55.61,73.52
28.4,71.24,66.84,70.12,72.26,69.47
6.0,69.28,97.33,98.35,56.87,88.24
8.1,95.77,64.97,80.57,100.0,74.28
16.3,88.1,90.36,86.43,61.3,85.43
28.3,75.26,80.3,67.25,81.18,77.33
12.9,99.42,86.12,83.5,94.54,87.56
17.7,73.26,60.92,62.89,63.83,64.8
6.0,52.91,98.31,62.25,77.98,81.26
8.7,63.11,74.42,85.74,85.51,73.04
29.7,71.8,98.79,76.07,62.57,90.3
29.1,57.85,70.63,84.16,93.98,82.92
5.1,97.38,47.54,63.47,68.78,55.05
28.8,88.34,89.06,79.94,65.35,85.88
21.0,63.41,46.77,72.2,82.24,62.99
26.7,79.54,76.53,79.85,75.31,76.82
16.4,86.07,56.49,64.54,99.88,65.8
17.9,97.06,83.01,85.77,99.15,83.97
17.2,94.08,100.0,90.3,79.59,95.02
21.7,75.76,74.37,63.0,71.74,75.88
8.5,88.73,91.6,65.03,70.18,81.42
5.7,78.11,72.18,83.06,68.36,71.52
12.7,77.64,73.56,84.78,82.32,76.0
22.6,55.74,100.0,85.2,95.36,91.99
10.0,56.31,96.4,84.13,70.59,84.44
21.8,76.48,93.69,69.64,63.68,83.99
29.2,63.44,66.54,69.74,77.95,73.01
7.3,51.05,74.89,62.74,57.21,69.48
21.8,86.14,59.97,57.84,88.53,66.96
16.1,51.62,71.47,84.63,81.0,75.12
26.7,79.76,77.06,54.66,78.1,74.79
9.4,76.96,92.72,96.89,70.83,85.14
22.3,98.44,100.0,91.33,100.0,96.91
26.0,74.21,72.68,92.88,60.09,76.58
28.6,53.18,49.64,95.33,99.21,67.05
22.1,77.58,98.34,70.43,73.07,88.6
17.4,92.05,55.68,92.34,99.57,70.85
20.4,99.84,83.43,57.9,89.91,80.43
26.7,71.52,49.51,51.08,58.27,58.66
19.3,66.01,69.76,89.24,96.93,76.07
5.8,95.33,100.0,53.74,87.33,85.26
28.3,59.56,54.53,99.43,57.59,65.36
22.2,80.77,72.08,83.74,61.71,78.26
21.9,70.29,65.0,87.67,87.04,72.04
10.4,52.05,97.43,62.29,86.87,83.29
21.5,67.36,98.61,83.69,92.35,94.62
14.8,63.26,58.7,52.16,89.14,62.66
21.3,84.3,51.26,91.89,88.49,66.47
7.7,97.44,79.94,58.48,91.82,77.52
21.4,63.4,66.6,84.87,83.84,75.46
30.0,90.57,89.33,61.22,66.71,81.38
6.2,52.77,43.79,53.42,98.83,53.52
29.4,76.91,56.82,74.07,55.35,64.97
15.2,53.53,85.74,58.46,71.84,76.16
26.8,96.7,60.78,86.47,91.63,71.01
24.6,88.32,98.84,61.88,75.07,87.3
19.2,82.9,49.28,67.12,55.27,62.26
23.5,91.19,59.98,78.37,58.0,66.5
27.0,82.38,100.0,64.25,86.29,88.97
15.1,98.45,70.51,68.9,100.0,73.12
13.2,85.7,86.14,90.78,83.04,86.34
21.7,96.23,57.47,58.96,78.88,67.49
25.2,75.86,84.15,54.11,69.17,79.45
24.1,55.85,90.8,66.42,66.82,79.53
24.9,76.41,66.34,71.22,55.32,70.45
15.9,56.34,94.5,77.13,68.28,87.35
25.4,79.62,83.83,68.62,76.58,81.8
8.0,74.12,65.75,89.5,65.27,71.69
18.6,81.13,79.04,51.97,57.49,71.07
5.1,50.5,76.14,71.59,90.19,74.47
13.1,59.74,53.86,69.11,98.88,66.68
14.2,74.57,68.42,82.38,100.0,76.25
14.9,97.53,65.08,98.31,86.8,74.27
22.4,69.18,70.77,75.52,57.17,71.32
14.7,71.22,90.08,99.34,93.0,91.91
16.2,85.73,73.81,65.11,59.41,72.29
10.9,80.19,99.69,51.54,86.58,84.87
14.3,64.95,61.91,58.28,92.47,65.3
10.7,70.54,68.15,69.76,90.48,73.5
6.8,60.88,89.26,65.82,100.0,84.83
20.1,98.3,78.79,54.85,90.2,79.22
21.7,56.53,79.33,71.63,88.96,81.42
20.5,68.59,49.35,66.91,67.1,59.13
16.6,51.29,68.9,56.13,99.61,69.29
14.5,61.09,60.59,64.81,62.87,63.3
26.6,89.02,100.0,94.32,100.0,97.59
18.0,60.06,63.9,65.1,69.54,69.36
17.0,54.0,98.17,85.7,61.65,89.84
5.6,73.72,82.25,80.6,96.17,81.77
13.5,50.5,64.5,71.36,54.4,62.74
14.5,54.24,76.96,61.95,95.32,71.8
15.0,90.38,94.93,68.45,67.23,84.87
19.5,88.57,98.85,79.61,99.02,94.39
18.3,95.76,55.11,67.54,88.62,65.92
20.2,92.73,66.43,60.74,86.95,74.4
24.1,84.16,67.34,55.82,71.62,67.01
25.3,52.62,50.11,93.99,58.61,62.38
23.0,89.14,82.79,72.02,95.82,81.75
28.9,92.28,99.96,81.26,63.43,90.31
5.5,89.95,64.54,74.52,73.08,69.34
9.9,75.42,87.37,93.63,85.64,84.89
5.2,61.65,79.22,77.35,78.75,73.19
21.2,92.27,68.9,74.04,64.37,74.1
27.5,86.36,56.71,96.23,62.8,67.56
11.1,99.04,85.89,85.98,61.32,80.04
28.2,57.78,99.73,55.58,96.48,85.46
6.5,61.28,83.1,58.89,55.11,72.67
28.4,60.59,49.59,89.36,100.0,69.1
13.8,89.63,57.11,91.79,65.44,71.87
7.5,59.35,46.42,77.26,60.16,58.57
17.1,53.33,79.35,77.72,83.51,81.1
11.4,99.93,88.81,81.6,58.9,83.13
12.1,51.24,50.26,71.96,84.44,59.1
12.7,91.76,94.11,84.01,97.57,90.12
25.1,68.27,80.86,55.42,55.72,75.07
18.5,92.08,86.95,98.06,95.87,90.89
12.8,77.73,100.0,87.51,74.97,89.82
20.3,95.08,51.11,81.56,62.86,65.11
22.9,96.31,100.0,65.82,62.75,86.0
11.8,50.45,51.11,58.05,99.42,58.27
15.3,53.77,68.17,70.47,59.76,66.13
8.0,62.52,93.49,83.08,98.32,87.44
9.5,83.47,97.23,81.69,82.11,86.35
22.0,94.41,76.98,69.13,56.1,74.36
9.5,73.0,78.5,80.66,78.06,79.16
18.1,80.35,87.92,90.69,96.31,86.24
22.7,59.42,96.78,51.31,89.39,83.53
7.7,90.25,49.6,72.53,78.79,61.13
19.2,98.37,94.36,87.93,98.28,92.69
11.4,63.43,72.3,77.31,60.66,70.65
29.1,74.74,75.77,82.57,100.0,83.62
17.1,54.31,70.56,75.83,96.87,75.92
25.1,77.96,78.08,99.59,91.39,87.31
18.8,75.14,100.0,52.73,94.05,86.82
6.1,57.22,74.72,74.55,81.66,72.45
20.8,72.1,100.0,54.57,87.03,85.51
28.8,66.71,59.46,57.99,81.51,66.93
20.0,76.09,89.45,69.15,71.92,81.67
25.5,79.28,96.38,57.78,81.91,84.97
27.1,50.42,88.88,98.18,68.76,86.59
10.7,88.05,79.63,97.34,77.85,80.83
10.3,85.65,76.98,66.81,68.05,73.98
20.3,68.31,97.75,81.99,61.06,85.19
15.3,52.65,93.89,76.69,70.69,84.83
26.0,87.75,55.14,90.78,98.05,73.8
27.5,97.76,99.17,81.37,73.93,91.25
13.8,62.01,68.98,50.01,90.4,71.68
10.9,66.18,58.49,88.16,64.05,66.72
24.5,59.19,99.54,87.34,76.46,88.87
11.9,78.85,69.49,75.49,60.27,69.91
25.6,57.74,96.18,95.15,62.64,90.26
15.6,67.81,60.48,95.42,86.6,73.26
21.7,84.85,46.75,76.2,84.94,62.52
7.4,78.01,71.95,80.4,65.49,70.55
20.6,69.32,52.19,99.83,79.71,66.98
16.3,71.01,90.15,64.94,97.07,82.56
19.7,78.11,62.47,66.23,62.68,65.42
9.2,50.29,69.38,59.14,54.51,62.82
23.4,53.93,52.24,94.79,88.29,67.46
26.6,94.06,65.18,87.22,57.9,74.52
10.4,53.89,90.01,55.28,100.0,83.5
7.4,85.34,51.32,99.09,86.43,68.98
5.6,96.0,80.51,86.55,78.71,82.5
21.0,63.53,100.0,92.53,77.05,94.5
20.2,68.52,86.85,52.41,81.79,80.09
18.7,78.45,94.27,75.25,59.04,83.99
10.8,94.09,49.78,84.93,100.0,66.69
14.8,97.1,59.48,77.15,85.91,68.63
19.9,86.98,99.64,83.33,64.2,89.75
17.4,54.33,88.13,90.89,83.58,85.85
29.7,83.46,87.28,68.72,60.78,83.25
8.4,70.52,82.35,92.43,56.43,79.98
22.4,73.54,71.57,58.15,85.02,72.12
15.1,52.46,47.2,63.54,86.23,58.53
15.7,59.55,91.78,52.17,82.31,80.84
22.9,89.53,87.59,68.22,63.26,82.6
22.3,72.7,75.06,69.0,84.31,73.4
29.8,65.08,100.0,90.26,58.25,89.79
8.2,69.2,62.63,82.66,85.42,71.86
7.6,92.72,59.94,71.84,82.01,66.7
23.1,87.45,99.3,82.61,87.72,92.13
19.5,63.62,93.67,52.64,97.93,83.12
11.9,55.88,74.47,59.01,96.06,72.27
7.0,62.6,49.94,81.35,100.0,64.88
7.1,96.04,55.03,82.07,100.0,66.06
27.4,79.08,87.59,88.71,93.94,88.93
9.8,76.67,66.04,70.15,100.0,71.81
13.1,79.82,94.12,86.13,98.53,90.69
10.7,68.3,100.0,84.2,91.43,91.48
13.9,90.36,92.51,98.17,59.66,88.81
6.7,76.16,64.66,60.76,56.1,62.51
18.0,55.84,92.72,77.58,96.53,85.4
6.7,56.45,63.1,80.09,79.29,72.68
25.0,76.84,57.53,99.93,96.73,74.23
10.8,96.83,45.24,60.06,69.25,55.72
18.5,65.42,68.69,76.16,74.45,73.47
27.0,93.48,100.0,67.31,89.05,94.4
21.3,88.2,60.73,76.29,100.0,71.14
18.3,62.39,57.88,61.61,58.09,59.86
13.1,51.82,100.0,52.38,96.21,82.84
13.3,55.09,45.49,78.63,94.37,64.07
21.7,86.42,93.66,66.79,69.79,82.73
29.9,59.98,68.25,59.1,71.31,70.02
21.5,68.56,48.7,66.2,56.29,56.5
18.9,75.08,100.0,52.46,53.94,79.94
23.3,86.27,55.37,97.52,79.7,70.92
16.6,55.66,78.09,79.06,59.52,73.69
6.5,70.32,58.39,90.74,65.14,65.38
19.1,74.25,49.64,71.16,96.61,67.67
28.9,77.04,51.67,95.17,84.26,70.88
9.4,90.92,49.75,74.17,86.13,64.23
22.3,58.58,50.97,78.7,64.09,64.02
10.0,90.39,88.63,74.59,95.91,84.26
18.4,84.64,74.65,86.66,98.6,79.96
7.4,77.79,62.79,78.33,80.87,69.25
16.3,84.98,69.99,63.58,99.44,73.92
23.9,70.6,100.0,57.28,95.68,87.63
13.7,56.92,98.76,80.31,91.39,89.92
21.6,83.29,89.42,74.46,91.17,84.7
24.9,76.23,100.0,54.8,58.56,84.35
28.2,81.97,67.64,69.78,67.73,71.44
10.9,66.9,66.14,75.74,57.88,65.39
15.0,95.34,81.32,91.34,55.91,76.17
8.8,79.37,80.06,53.81,61.15,69.74
29.8,54.27,77.84,67.42,98.07,82.75
28.2,72.49,72.5,91.13,67.46,77.75
18.5,87.82,100.0,82.42,100.0,95.25
26.1,89.71,97.1,64.5,83.73,84.48
18.0,74.73,71.5,92.27,67.4,74.47
20.6,94.74,89.82,74.66,79.34,82.79
7.2,63.38,58.33,74.92,65.45,63.08
23.9,70.53,53.18,98.83,100.0,76.67
8.2,94.93,63.61,97.36,98.2,76.46
25.7,94.81,71.89,67.93,55.39,75.95
24.6,84.29,48.37,57.03,100.0,61.78
22.7,92.95,95.7,66.28,90.03,90.82
5.9,54.44,63.32,51.52,57.21,64.01
12.6,93.25,78.61,51.04,86.59,73.94
11.6,66.03,47.92,69.78,86.54,59.02
14.0,58.92,54.7,97.05,66.76,64.42
7.2,61.97,95.54,93.57,93.53,89.26
28.4,70.9,85.04,75.57,58.88,81.23
18.8,62.56,100.0,78.26,79.17,93.54
12.6,66.03,100.0,50.3,53.52,78.31
14.9,56.75,66.78,60.78,100.0,70.08
16.2,64.81,62.79,51.24,90.65,62.19
20.0,78.61,97.5,87.73,63.2,88.62
17.9,72.09,100.0,57.28,70.52,85.63
28.0,67.34,86.18,93.45,63.64,86.37
17.4,87.32,92.93,82.17,93.26,90.15
29.8,94.68,95.84,61.47,56.63,85.89
26.3,87.84,69.21,57.89,95.49,74.59
10.2,66.6,77.52,81.38,100.0,79.36
28.3,87.22,98.47,95.04,89.53,93.98
7.9,57.6,83.66,85.92,65.81,75.54
25.4,56.52,48.89,67.43,72.05,59.48
14.5,67.28,64.55,79.37,78.62,70.2
26.9,90.39,56.74,65.54,84.16,69.66
26.7,62.32,61.99,99.96,89.43,75.88
25.1,53.16,100.0,87.44,82.96,92.22
24.8,56.59,49.65,80.72,72.41,64.12
12.6,92.94,56.97,71.16,98.82,67.25
7.0,81.69,60.67,80.91,58.92,67.42
15.1,62.66,81.54,67.08,77.33,80.62
9.3,77.76,74.84,51.44,91.87,75.64
22.4,76.38,59.82,69.75,57.22,65.71
13.7,82.77,53.96,96.52,91.06,70.58
29.4,61.66,63.03,81.32,95.87,77.11
21.0,93.22,76.45,54.2,86.29,74.72
25.6,65.47,63.95,94.25,56.3,73.69
8.3,84.71,99.35,63.44,62.82,81.84
26.6,50.81,75.81,62.19,70.84,73.11
28.1,68.63,51.96,64.85,65.57,64.09
17.2,67.59,88.92,78.86,100.0,84.77
20.2,77.17,65.79,77.23,87.21,72.77
24.1,53.64,86.44,74.57,69.32,78.33
9.4,89.51,59.6,85.88,100.0,75.17
17.6,60.89,79.52,65.83,90.98,79.77
15.0,83.85,90.83,89.1,69.58,86.52
8.7,90.16,98.29,58.77,72.47,84.78
14.2,78.09,59.93,89.13,65.32,69.59
6.7,87.04,62.1,83.19,100.0,74.26
5.6,83.09,69.54,84.16,80.91,72.46
8.4,67.78,98.15,74.08,99.24,89.91
29.1,90.44,100.0,83.35,72.32,94.96
18.7,64.74,51.0,53.99,96.28,63.11
29.1,78.56,56.65,92.58,58.24,65.35
15.8,87.27,74.47,52.78,100.0,72.87
12.8,68.95,50.24,57.44,99.05,58.66
17.7,65.14,66.04,78.84,72.89,71.27
16.0,72.97,53.7,86.97,93.96,64.49
7.6,90.9,80.44,53.81,90.84,71.33
21.0,96.5,100.0,96.04,100.0,99.66
10.4,77.25,100.0,98.68,71.28,93.18
20.5,83.07,68.66,80.3,78.1,74.69
21.3,95.16,82.33,74.06,97.69,83.99
8.8,54.93,94.02,87.07,94.15,88.09
6.5,61.6,49.0,66.42,73.66,59.39
24.5,85.45,88.72,74.66,96.77,85.68
16.5,91.19,69.48,95.81,58.1,75.76
6.5,92.85,54.32,97.78,94.97,70.42
29.9,70.76,73.14,96.35,66.12,77.79
6.4,54.47,46.48,63.12,68.1,57.02
22.4,71.89,88.44,61.62,78.36,80.48
29.6,61.54,64.04,64.88,76.38,71.39
11.0,64.56,61.98,72.07,80.35,67.36
8.6,88.61,49.84,65.71,81.18,63.2
8.0,53.78,94.28,68.71,70.7,79.79
12.6,91.38,73.39,81.03,63.62,72.56
7.5,71.38,76.58,88.13,93.71,77.45
22.3,79.8,80.86,86.78,75.21,82.33
6.6,54.48,66.61,90.72,80.73,74.94
17.7,66.87,56.86,51.61,85.33,65.23
29.9,54.49,93.68,52.39,98.62,80.72
25.3,98.08,55.21,89.47,90.75,72.33
20.4,90.36,52.35,76.65,56.87,57.09
12.7,72.98,86.42,78.91,96.66,85.38
20.6,61.18,58.71,52.63,100.0,67.35
18.2,96.67,63.87,62.77,77.39,68.58
15.7,67.23,73.22,81.92,100.0,78.21
8.3,58.05,69.45,92.96,82.95,74.82
27.2,78.16,90.67,95.85,78.73,88.74
16.2,97.19,82.27,75.02,71.07,80.64
9.9,50.19,81.63,77.27,87.52,78.16
14.2,61.91,87.1,91.65,66.99,85.06
15.4,96.92,62.18,76.88,59.86,67.91
25.7,58.55,67.05,75.84,55.91,68.61
